# ⚠️ 撤回清單（負向回饋用）：以下職缺曾在 4/5 號訓練回饋檔的歷史版本中，被錯誤標記為『理想推薦』的類別。
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,錯誤類別數,應撤回_錯誤類別_1,應撤回_錯誤類別_2,應撤回_錯誤類別_3,應撤回_錯誤類別_4,應撤回_錯誤類別_5,應撤回_錯誤類別_6,應撤回_錯誤類別_7,應撤回_錯誤類別_8,應撤回_錯誤類別_9,應撤回_錯誤類別_10,應撤回_錯誤類別_11,應撤回_錯誤類別_12,應撤回_錯誤類別_13,應撤回_錯誤類別_14,應撤回_錯誤類別_15,應撤回_錯誤類別_16,應撤回_錯誤類別_17,應撤回_錯誤類別_18,應撤回_錯誤類別_19,曾出現版本
worst_case_退步案例,夜間理貨人員,工讀生,倉管／物料管理員,,,,9,內勤業務,公家機關相關人員,研究助理,秘書,總機／接待／櫃檯人員,行政人員,補習班招生人員,醫院行政管理人員,電訪人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,台中眾鈴 ／物流作業員 (工作地點台中外埔區，預計2027/07搬遷至梧棲新廠),機械操作人員,倉管／物料管理員,,,,9,主管駕駛,包裝員／作業員,堆高機操作人員,外務／快遞／送貨,大客車司機,大貨車司機,小客車／小貨車司機,理貨人員,聯結車司機,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,👑Top1👑〖龜山作業員 久坐72K(280H)〗周領5千、個人工作站、冷氣廠房、免費團膳,包裝員／作業員,倉管／物料管理員,,,,9,吊車／起重機相關操作人員,堆高機操作人員,挖土／推土機相關操作人員,泥水工相關人員,營建雜工／粗工,砌磚工及砌石工,重機械操作人員,金屬建材架構人員,防水施工人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,出貨課–理貨副組長,包裝員／作業員,倉管／物料管理員,,,,9,內勤業務,國內業務人員,專案業務主管,產品經理,秘書,總機／接待／櫃檯人員,補習班招生人員,電訪人員,電話行銷人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,路竹-蔬菜分貨/免二面/34550起 CH,包裝員／作業員,倉管／物料管理員,,,,9,中式廚師,中式麵點人員／師傅,中／港式點心廚師,其他料理廚師,日式廚師,生鮮處理人員,西點蛋糕師,餐廚助手,餐飲服務人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,出貨助理,門市／店員／專櫃人員,倉管／物料管理員,,,,9,內勤業務,公家機關相關人員,國內業務人員,圖書管理人員,秘書,總機／接待／櫃檯人員,補習班招生人員,醫院行政管理人員,電話行銷人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,理貨人員,搬運人員,倉管／物料管理員,,,,9,內勤業務,公家機關相關人員,研究助理,秘書,總機／接待／櫃檯人員,行政人員,補習班招生人員,醫院行政管理人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,兼職早班理貨員,搬運人員,倉管／物料管理員,,,,9,外送人員,安親／課輔老師,工讀生,總機／接待／櫃檯人員,補習班導師,補習班招生人員,門市／店員／專櫃人員,電訪人員,飯店／旅館櫃檯人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,AAA ❤️不加班250/H看單理貨員❤️,包裝員／作業員,倉儲物流人員,,,,9,內勤業務,國內業務人員,客服人員,總機／接待／櫃檯人員,行政助理,補習班招生人員,電訪人員,電話行銷人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,機械設備維修技術員,電機維修人員,電器產品維修人員,,,,9,半導體設備工程師,機械工程師,機械設備組裝測試人員,生產設備工程師,產品設備維修人員,精密儀器製造維修人員,維修技術人員,設備工程主管,飛機修護員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,3Q💘時薪260元🉐隔天下夜🎉高階手機相關製程人員✨免費吃飽飽👀可日領1400元/天,技術人員,檢驗人員,,,,9,PCB技術人員,傳統車床人員,包裝員／作業員,手機包膜師,機械加工技術人員,機械設備組裝測試人員,產品設備維修人員,維修技術人員,製鞋類人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,網拍包裝員｜網拍出貨小幫手｜正職 ［中壢］冷暖氣工作環境,包裝員／作業員,倉儲物流人員,,,,9,內勤業務,國內業務人員,大圖輸出後製人員,手機包膜師,數位行銷人員,產品企劃人員,發行企劃／出版人員,社群經營人員,網站企劃人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,🉑彈性領薪☑前鎮(PT)午/晚班理貨員,倉管／物料管理員,倉儲物流人員,,,,9,加油服務,售票／收銀人員,外送人員,工讀生,搬運人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,假日兼職好機會 網路購物中心假日理貨員,倉管／物料管理員,倉儲物流人員,,,,9,售票／收銀人員,學校行政人員,安親／課輔老師,工讀生,總機／接待／櫃檯人員,補習班導師,補習班招生人員,電訪人員,飯店／旅館櫃檯人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,知名泡麵大廠週休二日泡麵出貨 點貨員,倉管／物料管理員,倉儲物流人員,,,,9,中式麵點人員／師傅,中／港式點心廚師,日式廚師,生鮮處理人員,西點蛋糕師,餐廚助手,餐飲服務人員,餐飲領班,麵包師,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,☺民雄☺午班理貨員(休六日見紅休),倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,售票／收銀人員,外送人員,工讀生,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,岡山計件高薪資理貨員,倉管／物料管理員,倉儲物流人員,,,,9,人事助理,人事／人力資源專員,人力／外勞仲介,內勤業務,教育訓練人員,行政助理,補習班招生人員,電訪人員,電話行銷人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,招募 岡山論件菁英理貨員 (月領)五萬起~,倉管／物料管理員,倉儲物流人員,,,,9,不動產／商場開發人員,儲備幹部,內勤業務,加盟／招商人員,國內業務人員,汽車銷售人員,補習班招生人員,電訪人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,電商出貨理貨人員(固定休六、日),包裝員／作業員,倉儲物流人員,,,,9,內勤業務,客服人員,文字客服,社群經營人員,網站企劃人員,補習班招生人員,電訪人員,電話客服人員,電話行銷人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,大溪八德夜班理貨人員,包裝員／作業員,倉儲物流人員,,,,9,內勤業務,售票／收銀人員,樓面管理人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,★高時薪★民雄夜班理貨員,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,售票／收銀人員,外送人員,工讀生,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,飯店／旅館櫃檯人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,民雄夜班理貨員(週休六日)提供彈性領薪,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,售票／收銀人員,外送人員,工讀生,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,飯店／旅館櫃檯人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,台南新市大夜理貨(南二)-1,倉管／物料管理員,倉儲物流人員,,,,10,內勤業務,國內業務人員,樓面管理人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,飯店／旅館櫃檯人員,駐校代表,,,,,,,,,,v1-worst(615筆版)｜v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,【南區】新市DC-商管員(堆高機),倉管／物料管理員,倉儲物流人員,,,,9,主管駕駛,堆高機操作人員,外務／快遞／送貨,大客車司機,大貨車司機,小客車／小貨車司機,理貨人員,碼頭貨櫃管制人員,聯結車司機,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,理貨人員-中班,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,工讀生,秘書,總機／接待／櫃檯人員,行政人員,行政助理,補習班招生人員,醫院行政管理人員,電訪人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,物流倉儲司機(宜蘭三星),倉管／物料管理員,倉儲物流人員,,,,9,主管駕駛,堆高機操作人員,外務／快遞／送貨,大客車司機,大貨車司機,小客車／小貨車司機,碼頭貨櫃管制人員,聯結車司機,隨車人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,(M15)前鎮臨廣加工區品檢員固定班早班周休二日被動元件作業員,品管人員,檢驗人員,,,,9,PCB技術人員,傳統車床人員,包裝員／作業員,塑膠射出技術人員,拋光／研磨技術人員,染印人員,機械加工技術人員,沖床人員,製鞋類人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,技服課保修(全)專員,保全工程技術人員,電子設備維修人員,,,,9,其他車輛維修人員,半導體設備工程師,汽車維修人員,生產設備工程師,產品設備維修人員,維修技術主管,維修技術人員,車輛引擎技術人員,軟體助理工程師,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,理貨人員(新事業發展),倉管／物料管理員,倉儲物流人員,,,,9,代書／地政士,內勤業務,商化人員,國內業務人員,市場調查／分析人員,產品經理,秘書,補習班招生人員,通路開發人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,冷凍倉儲理貨作業員（嘉義布袋）,倉管／物料管理員,倉儲物流人員,,,,9,冷凍空調技術人員／安裝員,包裝員／作業員,手機包膜師,汽車美容,生鮮處理人員,產品設備維修人員,維修技術人員,鍋爐相關人員,電器產品維修人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,台南區-文弘物流-司機組理貨組員,倉管／物料管理員,倉儲物流人員,,,,9,主管駕駛,外務／快遞／送貨,大客車司機,大貨車司機,小客車／小貨車司機,碼頭貨櫃管制人員,聯結車司機,運輸調度管理人員,隨車人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,台南新市大夜理貨(南二),倉管／物料管理員,倉儲物流人員,,,,10,內勤業務,國內業務人員,樓面管理人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,飯店／旅館櫃檯人員,駐校代表,,,,,,,,,,v1-worst(615筆版)｜v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,台南新化大夜理貨(南二),倉管／物料管理員,倉儲物流人員,,,,10,內勤業務,國內業務人員,樓面管理人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,飯店／旅館櫃檯人員,駐校代表,,,,,,,,,,v1-worst(615筆版)｜v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,高雄鼓山大夜理貨(高雄所),倉管／物料管理員,倉儲物流人員,,,,10,內勤業務,國內業務人員,樓面管理人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,隨車人員,電訪人員,駐校代表,,,,,,,,,,v1-worst(615筆版)｜v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,高雄大寮區大夜理貨(大發所),倉管／物料管理員,倉儲物流人員,,,,9,保全人員／警衛,內勤業務,志願役軍官／士官／士兵,汽車銷售人員,管理員,總機／接待／櫃檯人員,補習班招生人員,隨車人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,下午班進出貨人員/周休二日,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,公家機關相關人員,國內業務人員,工讀生,總機／接待／櫃檯人員,補習班招生人員,醫院行政管理人員,電話行銷人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,上午班進出貨人員/周休二日,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,公家機關相關人員,國內業務人員,工讀生,總機／接待／櫃檯人員,補習班招生人員,醫院行政管理人員,電話行銷人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,收料人員(堆高機駕駛）,倉管／物料管理員,倉儲物流人員,,,,9,傳統車床人員,吊車／起重機相關操作人員,堆高機操作人員,大客車司機,大貨車司機,挖土／推土機相關操作人員,林木伐運工作者,機械加工技術人員,重機械操作人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,🌞早07點班 岡山代投理貨員📌免加班職缺,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,國內業務人員,承銷人員,授權／授信／徵信人員,補習班招生人員,醫藥業務代表,銀行辦事人員,電訪人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,早班薪資3萬起⇝免加班★岡山投貨理貨員,倉管／物料管理員,倉儲物流人員,,,,9,保險業務員／經紀人,內勤業務,承銷人員,核保／保險內勤人員,理賠人員,補習班招生人員,金融營業人員,銀行辦事人員,電訪人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,理貨人員 【月37500元起 +獎金】,倉管／物料管理員,倉儲物流人員,,,,9,代書／地政士,內勤業務,國內業務人員,秘書,總機／接待／櫃檯人員,補習班招生人員,電訪人員,電話行銷人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,進出貨人員【月37500元起 + 獎金】,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,公家機關相關人員,國內業務人員,採購人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,電話行銷人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,高雄鳥松大夜理貨(高雄所),倉管／物料管理員,倉儲物流人員,,,,9,主管駕駛,內勤業務,國內業務人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,運輸調度管理人員,隨車人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,理貨人員,倉管／物料管理員,倉儲物流人員,,,,9,內勤業務,公家機關相關人員,研究助理,秘書,總機／接待／櫃檯人員,行政人員,補習班招生人員,醫院行政管理人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,日(章)時薪/長期理貨員/蘆竹區民權路/固定日班/生活用品理貨,包裝員／作業員,倉儲物流人員,,,,9,內勤業務,外送人員,安親／課輔老師,工讀生,手機包膜師,搬運人員,補習班招生人員,門市／店員／專櫃人員,電訪人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,同/蕎🚜【堆高機職缺】230/H｜大園物流｜周休六日,包裝員／作業員,倉儲物流人員,,,,9,主管駕駛,吊車／起重機相關操作人員,堆高機操作人員,大客車司機,大貨車司機,小客車／小貨車司機,挖土／推土機相關操作人員,聯結車司機,重機械操作人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,祥/疊貨櫃、對貨/加班最高327❗❗❗,包裝員／作業員,倉儲物流人員,,,,9,學徒,室內設計師,木工,模板工程人員,櫥窗／會場設計人員,砌磚工及砌石工,組裝組立技術人員,裝潢工程人員,防水施工人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,大溪常溫理貨員(小夜班),包裝員／作業員,倉儲物流人員,,,,9,中式廚師,中／港式點心廚師,其他料理廚師,日式廚師,洗碗人員,生鮮處理人員,衣物整燙人員,西式廚師,餐廚助手,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,大溪常溫理貨員(大夜班),包裝員／作業員,倉儲物流人員,,,,9,中式廚師,中／港式點心廚師,其他料理廚師,日式廚師,洗碗人員,生鮮處理人員,衣物整燙人員,西式廚師,餐廚助手,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,三重👕知名服飾冰鋒衣-日班理貨人員/高時薪200/週休二日/免費停車位/可日週領/無經驗可 - 三-UR,包裝員／作業員,倉儲物流人員,,,,9,加油服務,售票／收銀人員,搬運人員,樓面管理人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,長榮/大園區/建國路/長期點貨員/時薪200/月排休,包裝員／作業員,倉儲物流人員,,,,9,加油服務,售票／收銀人員,外送人員,工讀生,搬運人員,總機／接待／櫃檯人員,補習班招生人員,門市／店員／專櫃人員,隨車人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,技術員（福興厰、彰濱廠）,機械操作人員,技術人員,,,,9,PCB技術人員,包裝員／作業員,半導體設備工程師,染印人員,機械設備組裝測試人員,產品設備維修人員,精密儀器製造維修人員,維修技術人員,製鞋類人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,電紡機操作員(樹林一廠),機械操作人員,技術人員,,,,9,CNC車床人員,傳統車床人員,傳統銑床人員,包裝員／作業員,塑膠射出技術人員,機械加工技術人員,沖床人員,粉末冶金模具技術人員,製鞋類人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,【龜山區】知名科技-(日、夜班)-操作機台技術人員,機械操作人員,技術人員,,,,9,PCB技術人員,傳統車床人員,傳統銑床人員,包裝員／作業員,機械加工技術人員,機械設備組裝測試人員,沖床人員,維修技術人員,製鞋類人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,設備操作員/儲備技術人員（無經驗可）,機械操作人員,技術人員,,,,9,PCB技術人員,傳統車床人員,包裝員／作業員,半導體設備工程師,機械加工技術人員,機械設備組裝測試人員,精密儀器製造維修人員,維修技術人員,設備工程主管,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,技術員(無經驗可),機械操作人員,技術人員,,,,9,PCB技術人員,包裝員／作業員,半導體設備工程師,機械設備組裝測試人員,汽車美容,產品設備維修人員,精密儀器製造維修人員,維修技術人員,製鞋類人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,控制室操作技術員,機械操作人員,技術人員,,,,9,傳統車床人員,傳統銑床人員,包裝員／作業員,半導體設備工程師,機械加工技術人員,機械設備組裝測試人員,產品設備維修人員,精密儀器製造維修人員,維修技術人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,龜山建國東路💋隱形眼鏡操作機台🎆時薪210元-240元🎈49K起🎇12小時不怕沒班加,機械操作人員,技術人員,,,,9,PCB技術人員,包裝員／作業員,噴漆技術人員,拋光／研磨技術人員,搬運人員,汽車美容,沖床人員,製鞋類人員,車縫人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,機械操作員,機械操作人員,技術人員,,,,9,傳統車床人員,傳統銑床人員,包裝員／作業員,機械加工技術人員,機械工程師,機械設備組裝測試人員,沖床人員,生產線工程師,維修技術人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,針織技術員(擋車人員),機械操作人員,技術人員,,,,9,傳統車床人員,包裝員／作業員,打版人員,樣品師,汽車美容,沖床人員,紡織工務,製鞋類人員,車縫人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,常態可達36K以上 日班交付理貨員 無經驗可 穩定長期!,包裝員／作業員,倉儲物流人員,,,,9,內勤業務,國內業務人員,客服人員,汽車銷售人員,總機／接待／櫃檯人員,補習班招生人員,電訪人員,電話行銷人員,駐校代表,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,五股區凌雲路理貨員-晨間班,包裝員／作業員,倉儲物流人員,,,,9,售票／收銀人員,外送人員,家事服務／洗衣整燙,搬運人員,總機／接待／櫃檯人員,衣物整燙人員,補習班招生人員,隨車人員,飯店／旅館櫃檯人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,泰山-雙週領-理貨員-晚班,包裝員／作業員,倉儲物流人員,,,,9,外送人員,工讀生,搬運人員,總機／接待／櫃檯人員,衣物整燙人員,補習班招生人員,醫院行政管理人員,電訪人員,飯店／旅館櫃檯人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,🌞日班限定｜蘆竹高時薪250元！品保／倉儲熱烈招募中,倉管／物料管理員,倉儲物流人員,,,,9,包裝員／作業員,原料檢驗人員,品保工程師,品管人員,實驗／化驗人員,故障分析工程師,染印人員,檢驗人員,食品檢驗人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,【新竹所】午班裝卸員,倉管／物料管理員,倉儲物流人員,,,,9,傳統車床人員,傳統銑床人員,吊車／起重機相關操作人員,堆高機操作人員,挖土／推土機相關操作人員,機械加工技術人員,機械操作人員,沖床人員,重機械操作人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,♡ 8h 高薪305起 理貨分類 可週領 獎金多多,倉管／物料管理員,倉儲物流人員,,,,9,不動產審核／估價師,不動產／商場開發人員,代書／地政士,儲備幹部,土地開發人員,工讀生,牙體技術人員,補習班招生人員,西點蛋糕師,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,技工-機台配電💰薪4W起福利優,水電工,機電技師／工程師,消防類相關人員,,,9,傳統車床人員,天然瓦斯配管技師/助理,學徒,機械設備組裝測試人員,焊接技術人員,維修技術人員,金屬建材架構人員,鈑金技術人員,電器產品維修人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,機電(給排水、電氣、弱電、消防、空調)監造工程師(儲備主管)社會新鮮人無經驗可,水電工程師,機電技師／工程師,消防類相關人員,,,9,內業工程人員,工地主管／主任,工地監工,水土保持技師,水電工,營建主管,營建工程人員,營造工程師,現場規劃工程師,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,產品測試與數據分析工程師（自行車電子零組件）,測試工程師,電子工程師,,,,9,AI工程師,ERP專案管理師,專案經理,數據分析師／資料分析師,產品管理師,系統工程師,資料科學工程師,軟體專案主管,雲端架構師,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,工程助理,工程助理,電子工程師,,,,9,內業工程人員,工務助理,工務工管人員,測量／儀校人員,營建主管,營建工程人員,營造工程師,現場規劃工程師,發包人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,115年度【研發替代役】工研院生醫所_醫療資訊系統工程師(M000),醫療器材研發工程師,電子工程師,,,,9,DevOps工程師,MES工程師,MIS工程師,全端工程師,前端工程師,網路管理工程師,軟體專案主管,雲端工程師,雲端架構師,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,"【乾杯】楊梅CK中央廚房 生產課-課員『時薪200元起，津貼獎金1,000元另計』(友善職場環境)",工讀生,包裝員／作業員,,,,9,中式廚師,中／港式點心廚師,其他料理廚師,日式廚師,洗碗人員,生鮮處理人員,西式廚師,鐵板燒廚師,餐廚助手,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,★供應鏈｜兼職倉儲撿貨員,工讀生,包裝員／作業員,,,,9,主管駕駛,外送人員,小客車／小貨車司機,搬運人員,理貨人員,花藝／園藝人員,衣物整燙人員,農藝栽培專業人員,農藝／畜產研究人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,近淡金北新站✬㊁㊂㊃㊄㊅來上夜班✬搬運理貨員C3,工讀生,包裝員／作業員,,,,9,加油服務,外送人員,家事服務／洗衣整燙,搬運人員,汽車美容,清潔／資源回收人員,理貨人員,衣物整燙人員,隨車人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,裁切機台操作員,倉管／物料管理員,包裝員／作業員,,,,9,CNC銑床人員,傳統銑床人員,機械加工技術人員,機械操作人員,沖壓模具技術人員,沖床人員,粉末冶金模具技術人員,製鞋類人員,雷射技術操作員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,"✦理貨小幫手｜月薪$42,000↑",倉管／物料管理員,包裝員／作業員,,,,9,儲備幹部,大圖輸出後製人員,社群經營人員,秘書,網站企劃人員,編輯／文字類人員,補習班招生人員,通路開發人員,門市／店員／專櫃人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,魚市場送貨員46K+6K,小客車／小貨車司機,外務／快遞／送貨,,,,9,主管駕駛,儲備幹部,動物飼育專業人員,水產養殖人員,生鮮處理人員,衣物整燙人員,農藝栽培專業人員,養殖／畜牧專業人員,餐飲服務人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,銅鑼灣    洗滌人員,洗碗人員,餐廚助手,,,,9,打版人員,樣品師,汽車美容,牙體技術人員,紡織工務,美容助理,美療師／芳療師,衣物整燙人員,製鞋類人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,裝配清洗-時薪PT人員(松山),包裝員／作業員,餐廚助手,,,,9,加油服務,家事服務／洗衣整燙,建築物清潔人員,房務人員,搬運人員,汽車美容,洗碗人員,清潔／資源回收人員,衣物整燙人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,高雄本館-洗滌員,洗碗人員,餐廚助手,,,,9,整體造型師,牙體技術人員,紡織工務,美容助理,美療師／芳療師,美髮助理,美髮講師／技導,醫美諮詢師,髮型設計師,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,(中原大學駐點)城市漢堡｜儲備店長/幹部,店長／門市管理人員,門市／店員／專櫃人員,,,,9,中／港式點心廚師,儲備幹部,日式廚師,洗碗人員,生鮮處理人員,飯店／旅館工作人員,餐飲主管,餐飲服務人員,餐飲領班,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,塑膠射出作業員,包裝員／作業員,,,,,9,塑膠射出技術人員,塑膠押出技術人員,塑膠模具技術人員,技術人員,沖壓模具技術人員,沖床人員,粉末冶金模具技術人員,製鞋類人員,雷射技術操作員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,知名不動產-全台地區-不動產經紀人(月薪50000/無經驗可/可輔導轉職),國內業務人員,,,,,9,不動產審核／估價師,不動產經紀人／營業員,不動產／商場開發人員,代書／地政士,儲備幹部,加盟／招商人員,土地開發人員,通路開發人員,電話行銷人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,業務專員或業務主任(高雄地區),國內業務人員,,,,,9,不動產審核／估價師,不動產經紀人／營業員,不動產／商場開發人員,代書／地政士,加盟／招商人員,國內業務主管,土地開發人員,專案業務主管,通路開發人員,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
worst_case_退步案例,IT業務專員(特品業務專員)(桃園),國內業務人員,,,,,9,ERP專案管理師,客服人員,客服工程師,專案業務主管,專案經理,業務工程師,通路開發人員,雲端架構師,電子商務技術主管,,,,,,,,,,,v2-worst(14412筆版)｜v6-合併版
