# worst case 拯救方案：已驗證安全的手術式修正（儲備幹部/駐校代表/電話行銷人員 三桶，共615筆，零誤傷本次已救回案例）
問題桶,職缺名稱,duty0,duty1,duty2,duty3,duty4,現有版本_推薦1,現有版本_推薦2,現有版本_推薦3,現有版本_推薦4,現有版本_推薦5,現有版本_推薦6,現有版本_推薦7,現有版本_推薦8,現有版本_推薦9,現有版本_推薦10,理想推薦_1,理想推薦_2,理想推薦_3,理想推薦_4,理想推薦_5,理想推薦_6,理想推薦_7,理想推薦_8,理想推薦_9,理想推薦_10
儲備幹部類(連鎖超商+班別),全家晚班工讀人員,門市／店員／專櫃人員,,,,,洗碗人員,工讀生,衣物整燙人員,餐飲服務人員,家事服務／洗衣整燙,飯店／旅館工作人員,餐飲領班,餐廚助手,外送人員,照顧實務指導員,門市／店員／專櫃人員,工讀生,衣物整燙人員,家事服務／洗衣整燙,飯店／旅館工作人員,餐飲領班,餐廚助手,外送人員,照顧實務指導員,
儲備幹部類(連鎖超商+班別),高雄全家褒忠店正職或兼職-大夜人員,門市／店員／專櫃人員,,,,,洗碗人員,餐飲服務人員,日式廚師,儲備幹部,中／港式點心廚師,中式廚師,飯店／旅館工作人員,餐廚助手,衣物整燙人員,其他料理廚師,門市／店員／專櫃人員,飯店／旅館工作人員,餐廚助手,衣物整燙人員,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（蘆洲廣場店）大夜班正職,門市／店員／專櫃人員,,,,,餐飲服務人員,儲備幹部,日式廚師,中／港式點心廚師,洗碗人員,中式廚師,餐飲主管,店長／門市管理人員,其他料理廚師,加油服務,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,加油服務,,,,,
儲備幹部類(連鎖超商+班別),全家枋山觀海店徵大夜班人員,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,洗碗人員,日式廚師,中／港式點心廚師,中式廚師,餐飲主管,其他料理廚師,餐廚助手,飯店／旅館工作人員,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐廚助手,飯店／旅館工作人員,,,,,
儲備幹部類(連鎖超商+班別),全家西港慶安店徵-早.晚班人員,門市／店員／專櫃人員,,,,,餐飲服務人員,儲備幹部,日式廚師,洗碗人員,中／港式點心廚師,餐飲主管,中式廚師,飯店／旅館工作人員,其他料理廚師,餐飲領班,門市／店員／專櫃人員,餐飲主管,飯店／旅館工作人員,其他料理廚師,餐飲領班,,,,,
駐校代表(理貨/駐點誤判),蘆竹/長興路-(205/H)理貨人員13~20(可週領),倉儲物流人員,,,,,駐校代表,內勤業務,汽車銷售人員,補習班招生人員,國內業務人員,樓面管理人員,門市／店員／專櫃人員,總機／接待／櫃檯人員,隨車人員,電訪人員,倉儲物流人員,內勤業務,汽車銷售人員,補習班招生人員,國內業務人員,樓面管理人員,門市／店員／專櫃人員,總機／接待／櫃檯人員,隨車人員,電訪人員
駐校代表(理貨/駐點誤判),ღ月領42K以上ღ撿貨理貨人員 ｜免費供餐｜免費交通車-YY,倉儲物流人員,,,,,駐校代表,補習班招生人員,汽車銷售人員,手機包膜師,國內業務人員,內勤業務,門市／店員／專櫃人員,電訪人員,帳款催收人員,電話行銷人員,倉儲物流人員,補習班招生人員,汽車銷售人員,手機包膜師,國內業務人員,內勤業務,門市／店員／專櫃人員,電訪人員,帳款催收人員,電話行銷人員
電話行銷人員(電商倉儲時薪供餐),【電商日領高薪】$210~$240/免費供餐/任職獎金/可臨時工,倉儲物流人員,,,,,電話行銷人員,電訪人員,補習班招生人員,電話客服人員,客服人員,帳款催收人員,總機／接待／櫃檯人員,客服工程師,內勤業務,電腦操作／資料輸入,倉儲物流人員,電訪人員,補習班招生人員,電話客服人員,客服人員,帳款催收人員,總機／接待／櫃檯人員,客服工程師,內勤業務,電腦操作／資料輸入
駐校代表(理貨/駐點誤判),𝕋▹230/H 桃園市楊梅區 理貨人員,倉儲物流人員,,,,,駐校代表,內勤業務,補習班招生人員,總機／接待／櫃檯人員,汽車銷售人員,國內業務人員,樓面管理人員,電訪人員,門市／店員／專櫃人員,飯店／旅館櫃檯人員,倉儲物流人員,內勤業務,補習班招生人員,總機／接待／櫃檯人員,汽車銷售人員,國內業務人員,樓面管理人員,電訪人員,門市／店員／專櫃人員,飯店／旅館櫃檯人員
駐校代表(理貨/駐點誤判),𝕋▹205/H  蘆竹區  早班 晚班 理貨人員,倉儲物流人員,,,,,駐校代表,總機／接待／櫃檯人員,補習班招生人員,售票／收銀人員,保全人員／警衛,內勤業務,樓面管理人員,管理員,電訪人員,汽車銷售人員,倉儲物流人員,總機／接待／櫃檯人員,補習班招生人員,售票／收銀人員,保全人員／警衛,內勤業務,樓面管理人員,管理員,電訪人員,汽車銷售人員
駐校代表(理貨/駐點誤判),安南3/蝦皮包裹物流理貨/08:00-17:00/可週領,倉儲物流人員,,,,,駐校代表,門市／店員／專櫃人員,國內業務人員,補習班招生人員,汽車銷售人員,內勤業務,電訪人員,通路開發人員,工讀生,樓面管理人員,倉儲物流人員,門市／店員／專櫃人員,國內業務人員,補習班招生人員,汽車銷售人員,內勤業務,電訪人員,通路開發人員,工讀生,樓面管理人員
儲備幹部類(連鎖超商+班別),7-11(北屯-中清西二街)晚班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,加油服務,洗碗人員,衣物整燙人員,管理員,餐飲領班,公家機關相關人員,保全人員／警衛,飯店／旅館工作人員,基層管理幹部,門市／店員／專櫃人員,加油服務,衣物整燙人員,管理員,餐飲領班,保全人員／警衛,飯店／旅館工作人員,基層管理幹部,,
儲備幹部類(連鎖超商+班別),【徵】晚班店鋪服務員 全家 大里金城店,門市／店員／專櫃人員,,,,,餐飲服務人員,飯店／旅館工作人員,儲備幹部,洗碗人員,加油服務,餐飲領班,工讀生,餐飲主管,售票／收銀人員,外送人員,門市／店員／專櫃人員,飯店／旅館工作人員,加油服務,餐飲領班,工讀生,餐飲主管,售票／收銀人員,外送人員,,
儲備幹部類(連鎖超商+班別),【徵】晚班店鋪服務員 全家 大里金大發店,門市／店員／專櫃人員,,,,,餐飲服務人員,飯店／旅館工作人員,儲備幹部,洗碗人員,加油服務,餐飲領班,工讀生,售票／收銀人員,餐飲主管,日式廚師,門市／店員／專櫃人員,飯店／旅館工作人員,加油服務,餐飲領班,工讀生,售票／收銀人員,餐飲主管,,,
儲備幹部類(連鎖超商+班別),全家便利商店––-桃園竹城店––早中班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,餐飲服務人員,餐飲主管,洗碗人員,其他料理廚師,店長／門市管理人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 正職晚班,門市／店員／專櫃人員,,,,,日式廚師,儲備幹部,餐飲服務人員,中／港式點心廚師,中式廚師,餐飲主管,其他料理廚師,餐廚助手,洗碗人員,鐵板燒廚師,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店早班工讀 （新知行店）,門市／店員／專櫃人員,,,,,餐飲服務人員,儲備幹部,工讀生,補習班招生人員,日式廚師,洗碗人員,中／港式點心廚師,加油服務,餐廚助手,中式廚師,門市／店員／專櫃人員,工讀生,補習班招生人員,加油服務,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 信義區 新安興大夜正職,門市／店員／專櫃人員,,,,,儲備幹部,加油服務,洗碗人員,中／港式點心廚師,衣物整燙人員,餐飲服務人員,店長／門市管理人員,樓面管理人員,家事服務／洗衣整燙,中式廚師,門市／店員／專櫃人員,加油服務,衣物整燙人員,店長／門市管理人員,樓面管理人員,家事服務／洗衣整燙,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 早班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,工讀生,餐飲主管,店長／門市管理人員,補習班招生人員,餐廚助手,餐飲服務人員,中式廚師,門市／店員／專櫃人員,工讀生,餐飲主管,店長／門市管理人員,補習班招生人員,餐廚助手,,,,
儲備幹部類(連鎖超商+班別),全家平鎮義興店  大夜班兼職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,洗碗人員,日式廚師,中／港式點心廚師,飯店／旅館工作人員,工讀生,儲備幹部,中式廚師,餐廚助手,生鮮處理人員,門市／店員／專櫃人員,飯店／旅館工作人員,工讀生,餐廚助手,生鮮處理人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店––-桃園竹城店––早班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,餐飲服務人員,洗碗人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),7-11早班正職(賢和),門市／店員／專櫃人員,,,,,日式廚師,中／港式點心廚師,中式廚師,餐飲服務人員,餐廚助手,其他料理廚師,洗碗人員,鐵板燒廚師,中式麵點人員／師傅,西點蛋糕師,門市／店員／專櫃人員,餐廚助手,其他料理廚師,鐵板燒廚師,中式麵點人員／師傅,西點蛋糕師,,,,
儲備幹部類(連鎖超商+班別),晚班正職(7-11大坑),門市／店員／專櫃人員,,,,,日式廚師,中／港式點心廚師,中式廚師,餐飲服務人員,其他料理廚師,餐廚助手,鐵板燒廚師,洗碗人員,中式麵點人員／師傅,儲備幹部,門市／店員／專櫃人員,其他料理廚師,餐廚助手,鐵板燒廚師,中式麵點人員／師傅,,,,,
儲備幹部類(連鎖超商+班別),7-11漢生東早班工讀,門市／店員／專櫃人員,,,,,餐飲服務人員,工讀生,餐飲領班,飯店／旅館工作人員,儲備幹部,中／港式點心廚師,餐飲主管,日式廚師,洗碗人員,餐廚助手,門市／店員／專櫃人員,工讀生,餐飲領班,飯店／旅館工作人員,餐飲主管,餐廚助手,,,,
儲備幹部類(連鎖超商+班別),7-11早班正職(7-11),門市／店員／專櫃人員,,,,,日式廚師,中／港式點心廚師,中式廚師,餐廚助手,餐飲服務人員,其他料理廚師,中式麵點人員／師傅,鐵板燒廚師,洗碗人員,工讀生,門市／店員／專櫃人員,餐廚助手,其他料理廚師,中式麵點人員／師傅,鐵板燒廚師,工讀生,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（花蓮尚美店）大夜正職,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,日式廚師,中／港式點心廚師,中式廚師,洗碗人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店––-桃園竹城店––大夜,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,洗碗人員,其他料理廚師,餐廚助手,店長／門市管理人員,餐飲主管,餐飲服務人員,門市／店員／專櫃人員,其他料理廚師,餐廚助手,店長／門市管理人員,餐飲主管,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店新莊興盛店 早班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,儲備幹部,中／港式點心廚師,中式廚師,生鮮處理人員,餐飲領班,洗碗人員,餐廚助手,其他料理廚師,門市／店員／專櫃人員,生鮮處理人員,餐飲領班,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),統一超商7-11崇明加盟店 早班正職,門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,樓面管理人員,餐飲服務人員,門市／店員／專櫃人員,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,樓面管理人員,
儲備幹部類(連鎖超商+班別),7-11晚班正職(西屯),門市／店員／專櫃人員,,,,,中／港式點心廚師,日式廚師,中式廚師,餐飲服務人員,餐廚助手,中式麵點人員／師傅,洗碗人員,西點蛋糕師,加油服務,其他料理廚師,門市／店員／專櫃人員,餐廚助手,中式麵點人員／師傅,西點蛋糕師,加油服務,其他料理廚師,,,,
儲備幹部類(連鎖超商+班別),全家便利商店永豐店正職大夜,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,洗碗人員,餐飲服務人員,中式廚師,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大夜班（金鵬店）,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,洗碗人員,其他料理廚師,餐飲服務人員,餐飲主管,餐廚助手,店長／門市管理人員,門市／店員／專櫃人員,其他料理廚師,餐飲主管,餐廚助手,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),統一超商早晚班（樹林凱園）,門市／店員／專櫃人員,,,,,儲備幹部,學徒,加油服務,隨車人員,中式麵點人員／師傅,汽車美容,志願役軍官／士官／士兵,工讀生,代書／地政士,西點蛋糕師,門市／店員／專櫃人員,學徒,加油服務,隨車人員,中式麵點人員／師傅,汽車美容,志願役軍官／士官／士兵,工讀生,代書／地政士,西點蛋糕師
儲備幹部類(連鎖超商+班別),全家便利商店早班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,工讀生,餐飲主管,店長／門市管理人員,補習班招生人員,餐廚助手,餐飲服務人員,中式廚師,門市／店員／專櫃人員,工讀生,餐飲主管,店長／門市管理人員,補習班招生人員,餐廚助手,,,,
儲備幹部類(連鎖超商+班別),全家花蓮博愛店-中班正職人員（需輪8天早班）,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,生鮮處理人員,中／港式點心廚師,餐飲領班,儲備幹部,洗碗人員,中式廚師,其他料理廚師,餐廚助手,門市／店員／專櫃人員,生鮮處理人員,餐飲領班,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),大夜～ 急缺～全家台南康平店（歡迎二度就業）,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,中／港式點心廚師,加油服務,洗碗人員,店長／門市管理人員,餐飲主管,日式廚師,中式廚師,餐廚助手,門市／店員／專櫃人員,加油服務,店長／門市管理人員,餐飲主管,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),統一超商早晚班（新莊富安）,門市／店員／專櫃人員,,,,,儲備幹部,學徒,中／港式點心廚師,工讀生,加油服務,中式麵點人員／師傅,西點蛋糕師,不動產／商場開發人員,補習班招生人員,洗碗人員,門市／店員／專櫃人員,學徒,工讀生,加油服務,中式麵點人員／師傅,西點蛋糕師,不動產／商場開發人員,補習班招生人員,,
儲備幹部類(連鎖超商+班別),全家四湖武聖店正職晚班,門市／店員／專櫃人員,,,,,餐飲服務人員,儲備幹部,日式廚師,洗碗人員,中／港式點心廚師,中式廚師,餐飲主管,其他料理廚師,餐廚助手,餐飲領班,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐廚助手,餐飲領班,,,,,
儲備幹部類(連鎖超商+班別),全家四湖武聖店正職大夜班,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,洗碗人員,日式廚師,中／港式點心廚師,中式廚師,其他料理廚師,餐飲主管,餐廚助手,衣物整燙人員,門市／店員／專櫃人員,其他料理廚師,餐飲主管,餐廚助手,衣物整燙人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 早班晚班夜班 台東興昌店,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,餐飲服務人員,餐飲主管,中／港式點心廚師,洗碗人員,中式廚師,店長／門市管理人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店  晚班兼職服務員,門市／店員／專櫃人員,,,,,餐飲服務人員,飯店／旅館工作人員,工讀生,洗碗人員,外送人員,加油服務,餐飲領班,售票／收銀人員,衣物整燙人員,總機／接待／櫃檯人員,門市／店員／專櫃人員,飯店／旅館工作人員,工讀生,外送人員,加油服務,餐飲領班,售票／收銀人員,衣物整燙人員,總機／接待／櫃檯人員,
儲備幹部類(連鎖超商+班別),高雄全家港福店（大夜人員）,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,洗碗人員,中／港式點心廚師,儲備幹部,中式廚師,其他料理廚師,餐飲主管,飯店／旅館工作人員,餐飲領班,門市／店員／專櫃人員,其他料理廚師,餐飲主管,飯店／旅館工作人員,餐飲領班,,,,,
儲備幹部類(連鎖超商+班別),7-11晚班正職,門市／店員／專櫃人員,,,,,日式廚師,中／港式點心廚師,中式廚師,餐飲服務人員,其他料理廚師,餐廚助手,鐵板燒廚師,洗碗人員,中式麵點人員／師傅,餐飲領班,門市／店員／專櫃人員,其他料理廚師,餐廚助手,鐵板燒廚師,中式麵點人員／師傅,餐飲領班,,,,
儲備幹部類(連鎖超商+班別),7-11早班正職,門市／店員／專櫃人員,,,,,日式廚師,中／港式點心廚師,中式廚師,餐飲服務人員,餐廚助手,其他料理廚師,中式麵點人員／師傅,鐵板燒廚師,洗碗人員,西點蛋糕師,門市／店員／專櫃人員,餐廚助手,其他料理廚師,中式麵點人員／師傅,鐵板燒廚師,西點蛋糕師,,,,
儲備幹部類(連鎖超商+班別),全家便利商店歸仁文仁店（晚班）,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲主管,中式廚師,餐飲服務人員,洗碗人員,其他料理廚師,店長／門市管理人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),早班正職（全家便利商店柳營敏惠店）,門市／店員／專櫃人員,,,,,日式廚師,餐飲服務人員,儲備幹部,中／港式點心廚師,中式廚師,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,洗碗人員,門市／店員／專櫃人員,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家台南府安加盟店_晚班正職,門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,樓面管理人員,門市／店員／專櫃人員,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,樓面管理人員
儲備幹部類(連鎖超商+班別),全家便利商店-早班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,餐飲主管,日式廚師,店長／門市管理人員,餐飲服務人員,中式廚師,補習班招生人員,餐廚助手,其他料理廚師,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,補習班招生人員,餐廚助手,其他料理廚師,,,,
儲備幹部類(連鎖超商+班別),全家便利商店燕巢安招店應徵大夜班,門市／店員／專櫃人員,,,,,儲備幹部,店長／門市管理人員,加盟／招商人員,不動產／商場開發人員,餐飲主管,中／港式點心廚師,不動產審核／估價師,不動產經紀人／營業員,土地開發人員,中式廚師,門市／店員／專櫃人員,店長／門市管理人員,加盟／招商人員,不動產／商場開發人員,餐飲主管,不動產審核／估價師,不動產經紀人／營業員,土地開發人員,,
儲備幹部類(連鎖超商+班別),❤️全家松友店❤️夜班兼職,門市／店員／專櫃人員,,,,,日式廚師,洗碗人員,餐飲服務人員,儲備幹部,中／港式點心廚師,中式廚師,其他料理廚師,餐飲主管,飯店／旅館工作人員,餐廚助手,門市／店員／專櫃人員,其他料理廚師,餐飲主管,飯店／旅館工作人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店東南店大夜班,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,中／港式點心廚師,中式廚師,餐飲主管,洗碗人員,餐飲服務人員,其他料理廚師,店長／門市管理人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店金可店大夜班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,洗碗人員,餐飲主管,其他料理廚師,餐飲服務人員,餐廚助手,店長／門市管理人員,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐廚助手,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家新莊新幸福店大夜班,門市／店員／專櫃人員,,,,,儲備幹部,洗碗人員,中／港式點心廚師,衣物整燙人員,餐飲服務人員,日式廚師,家事服務／洗衣整燙,中式廚師,餐飲主管,店長／門市管理人員,門市／店員／專櫃人員,衣物整燙人員,家事服務／洗衣整燙,餐飲主管,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),7 11統一超商 正職晚班(苓雅),門市／店員／專櫃人員,,,,,中／港式點心廚師,日式廚師,餐飲服務人員,儲備幹部,中式麵點人員／師傅,中式廚師,餐廚助手,西點蛋糕師,工讀生,洗碗人員,門市／店員／專櫃人員,中式麵點人員／師傅,餐廚助手,西點蛋糕師,工讀生,,,,,
儲備幹部類(連鎖超商+班別),7 11統一超商 晚班(新興),門市／店員／專櫃人員,,,,,儲備幹部,工讀生,中／港式點心廚師,中式麵點人員／師傅,西點蛋糕師,加油服務,公家機關相關人員,牙體技術人員,學徒,補習班招生人員,門市／店員／專櫃人員,工讀生,中式麵點人員／師傅,西點蛋糕師,加油服務,牙體技術人員,學徒,補習班招生人員,,
儲備幹部類(連鎖超商+班別),全家淡水新園店大夜班,門市／店員／專櫃人員,,,,,儲備幹部,衣物整燙人員,洗碗人員,家事服務／洗衣整燙,中／港式點心廚師,店長／門市管理人員,日式廚師,餐飲服務人員,餐飲主管,中式廚師,門市／店員／專櫃人員,衣物整燙人員,家事服務／洗衣整燙,店長／門市管理人員,餐飲主管,,,,,
駐校代表(理貨/駐點誤判),楊梅-環東路  理貨人員,包裝員／作業員,,,,,駐校代表,內勤業務,汽車銷售人員,隨車人員,樓面管理人員,國內業務人員,主管駕駛,補習班招生人員,總機／接待／櫃檯人員,運輸調度管理人員,包裝員／作業員,內勤業務,汽車銷售人員,隨車人員,樓面管理人員,國內業務人員,主管駕駛,補習班招生人員,總機／接待／櫃檯人員,運輸調度管理人員
駐校代表(理貨/駐點誤判),A民族ㄧ路-大夜班-理貨人員(可周領日領),倉儲物流人員,,,,,駐校代表,補習班招生人員,總機／接待／櫃檯人員,內勤業務,汽車銷售人員,樓面管理人員,門市／店員／專櫃人員,電訪人員,國內業務人員,售票／收銀人員,倉儲物流人員,補習班招生人員,總機／接待／櫃檯人員,內勤業務,汽車銷售人員,樓面管理人員,門市／店員／專櫃人員,電訪人員,國內業務人員,售票／收銀人員
電話行銷人員(電商倉儲時薪供餐),觀音/大園韓國電商理貨員｜日領｜週領｜交通車｜堆高機,包裝員／作業員,,,,,電話行銷人員,電話客服人員,補習班招生人員,客服人員,內勤業務,電訪人員,行政助理,總機／接待／櫃檯人員,客服工程師,文字客服,包裝員／作業員,電話客服人員,補習班招生人員,客服人員,內勤業務,電訪人員,行政助理,總機／接待／櫃檯人員,客服工程師,文字客服
儲備幹部類(連鎖超商+班別),全家便利商店全職大夜,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,其他料理廚師,餐廚助手,餐飲主管,洗碗人員,店長／門市管理人員,餐飲服務人員,門市／店員／專櫃人員,其他料理廚師,餐廚助手,餐飲主管,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大夜班,門市／店員／專櫃人員,,,,,中／港式點心廚師,衣物整燙人員,儲備幹部,洗碗人員,家事服務／洗衣整燙,總機／接待／櫃檯人員,店長／門市管理人員,公家機關相關人員,日式廚師,中式廚師,門市／店員／專櫃人員,衣物整燙人員,家事服務／洗衣整燙,總機／接待／櫃檯人員,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大夜班-龍富二店,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲主管,中式廚師,其他料理廚師,洗碗人員,餐飲服務人員,店長／門市管理人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 三榮店-大夜正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,中／港式點心廚師,儲備幹部,洗碗人員,中式廚師,生鮮處理人員,其他料理廚師,餐飲領班,餐廚助手,門市／店員／專櫃人員,生鮮處理人員,其他料理廚師,餐飲領班,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 烏日三榮店-大夜兼職人員,門市／店員／專櫃人員,,,,,洗碗人員,餐飲服務人員,儲備幹部,日式廚師,中／港式點心廚師,飯店／旅館工作人員,工讀生,餐廚助手,中式廚師,加油服務,門市／店員／專櫃人員,飯店／旅館工作人員,工讀生,餐廚助手,加油服務,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 福田二店-晚班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,中／港式點心廚師,中式廚師,儲備幹部,餐飲領班,洗碗人員,生鮮處理人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲領班,生鮮處理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店––-桃園竹城店––中班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,其他料理廚師,洗碗人員,餐廚助手,餐飲服務人員,中式麵點人員／師傅,西點蛋糕師,門市／店員／專櫃人員,其他料理廚師,餐廚助手,中式麵點人員／師傅,西點蛋糕師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大夜班-新大鼎店,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,中／港式點心廚師,中式廚師,餐飲主管,其他料理廚師,洗碗人員,餐飲服務人員,餐廚助手,店長／門市管理人員,門市／店員／專櫃人員,餐飲主管,其他料理廚師,餐廚助手,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大夜班-新大鼎,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,店長／門市管理人員,洗碗人員,日式廚師,中式廚師,餐廚助手,衣物整燙人員,餐飲主管,中式麵點人員／師傅,門市／店員／專櫃人員,店長／門市管理人員,餐廚助手,衣物整燙人員,餐飲主管,中式麵點人員／師傅,,,,
儲備幹部類(連鎖超商+班別),全家便利商店龍潭高原大夜正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,加油服務,洗碗人員,衣物整燙人員,樓面管理人員,餐飲領班,儲備幹部,家事服務／洗衣整燙,中／港式點心廚師,公家機關相關人員,門市／店員／專櫃人員,加油服務,衣物整燙人員,樓面管理人員,餐飲領班,家事服務／洗衣整燙,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 桃園世貿店 中晚班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,儲備幹部,中／港式點心廚師,洗碗人員,餐飲領班,中式廚師,生鮮處理人員,飯店／旅館工作人員,餐飲主管,門市／店員／專櫃人員,餐飲領班,生鮮處理人員,飯店／旅館工作人員,餐飲主管,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大夜班-金勇店,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,中／港式點心廚師,中式廚師,餐飲主管,洗碗人員,其他料理廚師,餐飲服務人員,店長／門市管理人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
