品牌名,職缺名稱,廠商duty0,廠商duty1,廠商duty2,廠商duty3,廠商duty4,AI推薦1,AI推薦2,AI推薦3,AI推薦4,AI推薦5
樂活,【樂活集團】身心障礙人才專區｜,照顧服務／指導員,,,,,休閒娛樂事業從業人員,飯店／旅館服務人員,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員
樂活,【樂活集團】醫院整合計畫照服員,照顧服務／指導員,,,,,ERP專案管理師,專任管理員,飯店／旅館櫃檯人員,飯店／旅館服務人員,醫院行政管理人員
樂活,【樂活集團】醫院附設看護中心｜財務督導(柳營奇美醫院),儲備幹部,,,,,檔案資料管理人員,會計／出納／記帳人員,查帳／審計人員,稅務人員,財務分析／財務人員
樂活,【歡迎眼鏡業有經驗人才】樂活眼鏡_門市驗光師/生(台中地區),驗光師,,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,售票／收銀人員,侍酒師
樂活,【歡迎眼鏡業有經驗人才】樂活眼鏡_門市驗光師/生(新北地區),驗光師,,,,,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員,售票／收銀人員,神秘客
樂活,【歡迎眼鏡業有經驗人才】樂活眼鏡_門市驗光師/生(新竹地區),驗光師,,,,,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員,神秘客,售票／收銀人員
樂活,【歡迎眼鏡業有經驗人才】樂活眼鏡_門市驗光師/生(高雄地區),驗光師,,,,,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員,神秘客,售票／收銀人員
樂活,"【護理人員（輪班制）】🩺月薪36,214～45,000元＋津貼｜上班日供餐＋年終獎金＋康樂活動＋生日禮金＋員工旅遊",專科護理師,護理師,,,,調酒師／吧台人員,冷熱飲調製人員,外送人員,餐飲服務人員,侍酒師
樂活,八五樂活德安居家-居服員,照顧服務／指導員,照顧實務指導員,,,,房務人員,神秘客,飯店／旅館服務人員,遊樂景點工作人員,空服人員
樂活,小松鼠樂活村護理師,護理師,專科護理師,其他醫療從業人員,,,休閒娛樂事業從業人員,動物飼育專業人員,聽力師,獸醫／獸醫佐,獸醫助理
樂活,樂活社區日照中心-照顧服務員,照顧服務／指導員,,,,,休閒娛樂事業從業人員,專任管理員,飯店／旅館服務人員,房務人員,遊樂景點工作人員
樂活,樂活管家,照顧服務／指導員,,,,,休閒娛樂事業從業人員,店長／門市管理人員,飯店／旅館服務人員,門市／店員／專櫃人員,專任管理員
樂活,樂活集團｜【兼職/彈性晚班】照顧服務員（歡迎在校生、建教生、夜校生兼職打工！）,照顧服務／指導員,居家服務督導員,,,,專任管理員,飯店／旅館服務人員,休閒娛樂事業從業人員,遊樂景點工作人員,房務人員
樂活,社工員 (聖文生樂活工坊),社會工作人員／督導,,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員
樂田麵包 中央工廠,【樂田麵包 中央工廠】日班 西點二手,西點蛋糕師,麵包師,,,,遊樂景點工作人員,飯店／旅館服務人員,調酒師／吧台人員,休閒娛樂事業從業人員,門市／店員／專櫃人員
樂田麵包 中央工廠,【樂田麵包 中央工廠】日班 麵包二手師父,麵包師,西點蛋糕師,,,,調酒師／吧台人員,飯店／旅館服務人員,餐飲主管,冷熱飲調製人員,門市／店員／專櫃人員
樂田麵包 中央工廠,【樂田麵包 中央工廠】晚班 西點二手,西點蛋糕師,麵包師,,,,遊樂景點工作人員,飯店／旅館服務人員,休閒娛樂事業從業人員,調酒師／吧台人員,冷熱飲調製人員
樂田麵包 中央工廠,【樂田麵包 中央工廠】晚班 麵包二手師父,麵包師,西點蛋糕師,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,休閒娛樂事業從業人員,門市／店員／專櫃人員
樂福,✨樂福集團★不動產普專菁英★ 無經驗可🔥薪獎5萬＜中信高工加盟店＞,不動產經紀人／營業員,國內業務人員,,,,門市／店員／專櫃人員,房務人員,休閒娛樂事業從業人員,飯店／旅館服務人員,遊樂景點工作人員
樂福,【北區】家樂福環東DC 品保員,倉管／物料管理員,倉儲物流人員,,,,ISO品保人員,門市／店員／專櫃人員,調酒師／吧台人員,飯店／旅館服務人員,售票／收銀人員
樂福,【北區】家樂福環東DC 商管員,倉儲物流人員,倉管／物料管理員,,,,旅遊休閒類主管,客服主管,售票／收銀人員,廣告設計,文字記者
樂福,【地區 三重區】家樂福迎賓服務專員,保全人員／警衛,,,,,飯店／旅館服務人員,門市／店員／專櫃人員,休閒娛樂事業從業人員,遊樂景點工作人員,售票／收銀人員
樂福,【地區 中和區】家樂福賣場服務專員,保全人員／警衛,,,,,門市／店員／專櫃人員,飯店／旅館服務人員,休閒娛樂事業從業人員,遊樂景點工作人員,售票／收銀人員
樂福,【地區 北投區】家樂福賣場服務專員,保全人員／警衛,,,,,門市／店員／專櫃人員,飯店／旅館服務人員,休閒娛樂事業從業人員,售票／收銀人員,遊樂景點工作人員
樂福,【地區 天母區】家樂福手推車整理專員,保全人員／警衛,,,,,售票／收銀人員,飯店／旅館服務人員,門市／店員／專櫃人員,休閒娛樂事業從業人員,冷熱飲調製人員
樂福,【地區 新店區】家樂福日班機動服務專員,保全人員／警衛,,,,,售票／收銀人員,遊樂景點工作人員,房務人員,門市／店員／專櫃人員,資材人員
樂福,【地區 新店區】家樂福晚班機動服務專員,保全人員／警衛,,,,,售票／收銀人員,遊樂景點工作人員,飯店／旅館服務人員,門市／店員／專櫃人員,房務人員
樂福,【地區 松山區】家樂福迎賓服務專員,保全人員／警衛,,,,,飯店／旅館服務人員,休閒娛樂事業從業人員,門市／店員／專櫃人員,遊樂景點工作人員,售票／收銀人員
樂福,【地區 板橋區】家樂福晚班總機哨,保全人員／警衛,,,,,飯店／旅館服務人員,售票／收銀人員,休閒娛樂事業從業人員,禮賓接待人員,門市／店員／專櫃人員
樂福,【地區 板橋區】家樂福機動服務專員,保全人員／警衛,,,,,飯店／旅館服務人員,遊樂景點工作人員,休閒娛樂事業從業人員,售票／收銀人員,房務人員
樂福,【地區 汐科區】家樂福賣場入口服務專員,保全人員／警衛,,,,,門市／店員／專櫃人員,遊樂景點工作人員,飯店／旅館服務人員,休閒娛樂事業從業人員,售票／收銀人員
樂福,不動產經紀業務(台慶不動產-高大家樂福加盟店),不動產經紀人／營業員,,,,,國內業務主管,保險業務員／經紀人,國內業務人員,國外業務主管,國外業務人員
樂福,中信房屋 樂福地產誠徵高專｜高獎金・高收入・高成就！,不動產經紀人／營業員,國內業務人員,,,,房務人員,餐飲主管,門市／店員／專櫃人員,休閒娛樂事業從業人員,飯店／旅館服務人員
樂福,中信房屋 樂福地產｜高獎金・高收入・高成就！,不動產經紀人／營業員,國內業務人員,,,,餐飲主管,門市／店員／專櫃人員,房務人員,休閒娛樂事業從業人員,飯店／旅館服務人員
樂福,內衣專櫃人員(家樂福新店店),門市／店員／專櫃人員,售票／收銀人員,店長／門市管理人員,,,餐廚助手,客服人員,電話客服人員,餐飲服務人員,生鮮處理人員
樂福,台中樂福地產 【菁英】,國內業務人員,不動產經紀人／營業員,,,,飯店／旅館服務人員,門市／店員／專櫃人員,調酒師／吧台人員,侍酒師,售票／收銀人員
樂福,家樂福安平店兼職迎賓人員,總機／接待／櫃檯人員,,,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師
樂福,家樂福安平店兼職門禁管制人員,總機／接待／櫃檯人員,,,,,冷熱飲調製人員,調酒師／吧台人員,飯店／旅館服務人員,門市／店員／專櫃人員,侍酒師
樂福,家樂福安平店正職迎賓人員,總機／接待／櫃檯人員,樓面管理人員,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師,飯店／旅館服務人員
樂福,超強日式餐飲📢薪資每月往上跳.免經驗.新店家樂福.涼爽環境.學生晚班打工.全天兼職領新鈔嗨心Be,工讀生,餐飲服務人員,餐廚助手,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,洗碗人員
樂福,辦公宝清潔人員(近內湖家樂福),清潔／資源回收人員,建築物清潔人員,,,,房務人員,電腦操作／資料輸入,行政人員,資材人員,國貿人員
樂福,這一小鍋中壢家樂福店【平假日PT招募】鍋物饗宴，共創美味,餐廚助手,餐飲服務人員,,,,餐飲主管,侍酒師,調酒師／吧台人員,飯店／旅館服務人員,門市／店員／專櫃人員
樂福,門市業務人員-(三重家樂福店),門市／店員／專櫃人員,門市／店員／專櫃人員,,,,業務助理,國貿助理,活動企劃人員,秘書,國外業務人員
樂群店,{中山區樂群店} 美容師/芳療師,美容師,美療師／芳療師,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,休閒娛樂事業從業人員,飯店／旅館服務人員
樂群店,【樂群店】美容師/芳療師,美容師,美療師／芳療師,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,售票／收銀人員
樂麵屋,【樂麵屋】大直美麗華店-廚務專員,餐廚助手,其他料理廚師,西式廚師,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員
樂麵屋,【樂麵屋】汐止遠雄店-廚務專員,餐廚助手,其他料理廚師,西式廚師,,,飯店／旅館服務人員,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師
樹林廠,【新北樹林廠】 臨時工 (日班08:00~17:00) 日薪1700元(每日現領，供餐),清潔／資源回收人員,,,,,包裝員／作業員,生鮮處理人員,倉管／物料管理員,智慧製程工程師,塑膠押出技術人員
樹林廠,【新北樹林廠】室內資源回收分類員、正職作業員【日班】(星期一至星期五08:00~17:00、周休二日),清潔／資源回收人員,,,,,包裝員／作業員,倉管／物料管理員,倉儲物流人員,資材人員,智慧製程工程師
樹林廠,【新北樹林廠】室內資源回收分類員、臨時作業員(日班08:00~17:00),清潔／資源回收人員,,,,,倉管／物料管理員,包裝員／作業員,資材人員,倉儲物流人員,智慧製程工程師
樹林廠,日商食品樹林廠 誠徵 環保設備/廢水操作人員（無經驗可，依經歷核薪）,環保／環境工程師／技師,加油服務,清潔／資源回收人員,,,包裝員／作業員,檢驗人員,技術人員,塑膠押出技術人員,CNC車床人員
樹林廠,"聯華樹林廠保全, 月休十天",保全人員／警衛,管理員,,,,技術人員,水電工,領班／管理幹部,CNC車床人員,電機技師／工程師
樹林廠,身障名額-三峽樹林廠 清潔人員 (正職缺，周休二日),清潔／資源回收人員,,,,,智慧製程工程師,品管人員,水電工,電機技師／工程師,CNC車床人員
櫻花,【櫻花集團關係企業】資材助理管理師,倉管／物料管理員,倉儲物流人員,理貨人員,,,電腦操作／資料輸入,秘書,財務／會計助理,行政人員,業務助理
欣葉 鐘菜,餐廳整理員【欣葉 鐘菜】【欣葉台菜 創始店】,家事服務／洗衣,清潔／資源回收人員,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
欣葉 鐘菜,餐廳整理員【欣葉 鐘菜】月薪34K,家事服務／洗衣,清潔／資源回收人員,洗碗人員,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
欣葉NAGOMI 新中山店,訂席/領檯人員36K-42K【欣葉NAGOMI 新中山店】依經驗面試議薪,電話客服人員,總機／接待／櫃檯人員,,,,調酒師／吧台人員,冷熱飲調製人員,資材人員,木工,泥水工相關人員
欣葉NAGOMI 新光A8店,訂席/領檯人員36K-42K【欣葉NAGOMI 新光A8店】依經驗面試議薪,電話客服人員,總機／接待／櫃檯人員,,,,調酒師／吧台人員,冷熱飲調製人員,資材人員,木工,智慧製程工程師
欣葉台菜 南西店,服務專員【欣葉台菜 南西店】月薪36K起,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,侍酒師
欣葉小聚 南港店,台菜廚師【欣葉小聚 南港店】,中式廚師,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,西式廚師,門市／店員／專櫃人員
欣葉小聚 美麗華店,台菜廚師【欣葉小聚 美麗華店】,中式廚師,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,西式廚師
歐德傢俱經國店｜南崁展店籌備中,【歐德傢俱經國店｜南崁展店籌備中】  徵業務設計師/助理設計師,國內業務人員,室內設計師,門市／店員／專櫃人員,,,業務助理,國貿助理,秘書,採購助理,活動企劃人員
歐義式,歐義式 外場 晚班兼職人員,餐飲服務人員,,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員
歡迎應屆畢業生或無,"幼教老師(📢薪資32000~35000元,歡迎應屆畢業生或無經驗的你加入)",幼教老師,教保員／保育員,保母／托育人員,,,資材人員,智慧製程工程師,PLC／自動控制工程師,木工,神秘客
正隆,板橋紙廠夜班保全（正隆紙廠）,管理員,保全人員／警衛,,,,水電工,技術人員,電機技師／工程師,智慧製程工程師,電機設備裝配員
正隆,正隆紙箱配送(新北板橋)司機自備小貨車/無車者可以協助購車,大貨車司機,,,,,小客車／小貨車司機,外務／快遞／送貨,隨車人員,外送人員,堆高機操作人員
正隆,正隆紙箱配送(桃園大園)司機自備小貨車/無車者可以協助購車,大貨車司機,,,,,小客車／小貨車司機,外務／快遞／送貨,隨車人員,外送人員,堆高機操作人員
武廟店,伊府將鍋燒 武廟店＜兼職人員＞,餐廚助手,餐飲服務人員,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員
武廟店,伊府將鍋燒 武廟店＜計時人員＞,餐廚助手,餐飲服務人員,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員
武廟店,伊府將鍋燒 ＜兼職＞武廟店,餐廚助手,餐飲服務人員,,,,飯店／旅館服務人員,侍酒師,調酒師／吧台人員,冷熱飲調製人員,咖啡師
武蔵野森珈琲Diner,限早班【時薪222~280】 高雄台鋁店【武蔵野森珈琲Diner】內外場計時人員,工讀生,,,,,餐廚助手,洗碗人員,餐飲服務人員,西式廚師,調酒師／吧台人員
段純貞-信義威秀店,幹部/組長【段純貞-信義威秀店】月薪40000-49000#另有門市達標獎金!,其他料理廚師,,,,,調酒師／吧台人員,儲備幹部,品管／品保主管,資材主管,冷熱飲調製人員
民權店,MEAT IN 燒肉時光 民權店 外場服務生.工作人員 早/晚班/夜班,餐飲服務人員,餐飲主管,餐飲領班,,,門市／店員／專櫃人員,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,售票／收銀人員
民權店,MEAT IN 燒肉時光民權店 外場服務生.工作人員 早/晚班/夜班,餐飲服務人員,餐廚助手,,,,門市／店員／專櫃人員,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,售票／收銀人員
民權店,【兼職】摩斯民權店(077mos),餐飲服務人員,,,,,調酒師／吧台人員,外送人員,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員
民權店,【兼職】摩斯金門民權店(248mos),餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,外送人員,門市／店員／專櫃人員,侍酒師
民權店,【加盟店】美容師 (中壢民權店),美容師,美容助理,,,,門市／店員／專櫃人員,售票／收銀人員,休閒娛樂事業從業人員,餐飲主管,遊樂景點工作人員
民權店,【宜蘭市民權店】剪髮師,髮型設計師,美髮助理,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,餐飲服務人員
民權店,【民權店】美容師✦可獨立操作者,美容師,美療師／芳療師,,,,遊樂景點工作人員,售票／收銀人員,智慧製程工程師,資材人員,木工
民權店,【民權店】美甲師✦可獨立操作者,美甲彩繪師,,,,,木工,智慧製程工程師,倉管／物料管理員,生鮮處理人員,包裝員／作業員
民權店,兼職清潔人員(World Gym永和民權店),清潔／資源回收人員,,,,,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,房務人員,外送人員
民權店,清潔人員(World Gym永和民權店),清潔／資源回收人員,工讀生,,,,洗碗人員,房務人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員
民權店,連鎖SPA-(民權店)美容師【保障年薪13個月+獎金】免簽約+月休8天+國定假日另外排休,美療師／芳療師,美容師,,,,門市／店員／專櫃人員,休閒娛樂事業從業人員,ISO品保人員,調酒師／吧台人員,品管／品保主管
民權店,青花驕新店民權店-大廳計時人員,餐飲服務人員,,,,,飯店／旅館服務人員,侍酒師,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員
民權店,青花驕新店民權店-廚藝助理,中式廚師,餐廚助手,,,,門市／店員／專櫃人員,電腦操作／資料輸入,藥師助理,售票／收銀人員,財務／會計助理
民權店,📢 台灣房屋 民權店｜誠徵有經驗房仲夥伴,不動產經紀人／營業員,,,,,房務人員,神秘客,智慧製程工程師,水電工程師,PLC／自動控制工程師
民權牙科,"禾馨醫療【民權牙科】診間助理(大學36,500起)",診所助理,牙醫助理,,,,動物醫事助理,資訊助理人員,生管／助理,執行製作／助理,電腦操作／資料輸入
民生輝麻辣鍋,【民生輝麻辣鍋】副主廚,中式廚師,其他料理廚師,,,,調酒師／吧台人員,店長／門市管理人員,侍酒師,門市／店員／專櫃人員,品管／品保主管
水鳥 嘉義店,【水鳥 嘉義店】中工學徒,日式廚師,其他料理廚師,,,,中式廚師,生鮮處理人員,工讀生,藥師,藥師助理
水鳥餐廳 斗六店,【水鳥餐廳 斗六店】冷台中工,日式廚師,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員,餐飲主管
水鳥餐廳 斗六店,【水鳥餐廳 斗六店】廚房中工,日式廚師,中式廚師,西式廚師,,,調酒師／吧台人員,飯店／旅館服務人員,侍酒師,冷熱飲調製人員,餐飲主管
永仁非營利幼兒園,教師助理員/特教助理員(8小時)[永仁非營利幼兒園],教保員／保育員,幼教老師,,,,攝影助理,資訊助理人員,助教,人事助理,特別助理
永和店,【驗光師/生：實領6萬/月休9天/上班9小時（保障薪資/無業績壓力）】大倉酷眼鏡-新北市永和店＜請檢附照片＞,驗光師,門市／店員／專櫃人員,,,,資材人員,倉管／物料管理員,PLC／自動控制工程師,檢驗人員,包裝員／作業員
永和店,服務人員-永和店 4萬2起,餐飲服務人員,餐廚助手,生鮮處理人員,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,侍酒師
永和店,永和店-招聘[月休10天]夜班,餐廚助手,其他料理廚師,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,侍酒師,售票／收銀人員
永和店,永和店-招聘[月休12天]夜班,餐廚助手,其他料理廚師,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師,售票／收銀人員
永和店,永和店-招聘[月休4天]夜班,餐廚助手,其他料理廚師,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,侍酒師,售票／收銀人員
永和店,永和店-招聘[月休6天]夜班,餐廚助手,其他料理廚師,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,侍酒師,售票／收銀人員
永和店,永和店-招聘[月休8天]夜班,餐廚助手,其他料理廚師,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,侍酒師,售票／收銀人員
永和店,永和店-驗光師(生),驗光師,,,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,侍酒師,門市／店員／專櫃人員
永和店,眼鏡儲備驗光人員-永和店,門市／店員／專櫃人員,,,,,品管人員,智慧製程工程師,機構工程師,調酒師／吧台人員,工業設計
永和店,西點二手(永和店),西點蛋糕師,,,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,門市／店員／專櫃人員,餐廚助手
永和店,"錢櫃永和店-中班月薪服務人員 42,900【任職滿六個月可領取獎金18000元】",餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,售票／收銀人員
永和店,錢櫃永和店-資訊維護人員,網路管理工程師,系統工程師,,,,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館服務人員,售票／收銀人員
永和耕莘,永和耕莘醫院-失智據點專員,照顧服務／指導員,社會工作人員／督導,護理師,,,遊樂景點工作人員,獸醫／獸醫佐,飯店／旅館櫃檯人員,神秘客,冷熱飲調製人員
永安店,【兼職】摩斯永和永安店(104mos),餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,外送人員,侍酒師,門市／店員／專櫃人員
永安店,【桃園永安店】挑戰月薪85K起__門市銷售第二藥師 - 挑戰年薪百萬,藥師,,,,,門市／店員／專櫃人員,侍酒師,調酒師／吧台人員,店長／門市管理人員,儲備幹部
永安店,【永安店】美容師 / 芳療師,美容師,美療師／芳療師,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,售票／收銀人員
永安店,美髮設計師(永安市場站永安店),髮型設計師,美髮助理,整體造型師,,,平面設計,建築繪圖／設計,工業設計,網頁設計,室內設計助理
永安會館,SPA紓壓芳療師【永安會館】無經驗完整職前培訓、高薪免call客無業績、快樂工作氣氛,美容師,美療師／芳療師,推拿／按摩師,,,國外業務人員,國貿人員,資材人員,報關人員,電話客服人員
永安會館,"SPA資深芳療師【永安會館】高薪酬獎金、免call客無業績、集團優渥制度、保障薪資$40,000 （月薪+獎金）",美容師,美療師／芳療師,推拿／按摩師,,,資材人員,神秘客,PLC／自動控制工程師,國外業務人員,工業設計
永強金屬,【永強金屬】業務專員,國內業務人員,,,,,國外業務人員,業務助理,國貿人員,國貿助理,秘書
永慶,◎專人一對一教學◎~永慶不動產營業員,不動產經紀人／營業員,,,,,門市／店員／專櫃人員,儲備幹部,店長／門市管理人員,金融營業人員,資材主管
永慶,★⚝徵淡水竹圍永慶房地產業務員★高薪挑戰★★啟動事業新旅程！★,不動產經紀人／營業員,,,,,國外業務人員,廣告AE,國貿人員,國內業務人員,報關人員
永慶,★⚝徵淡水竹圍永慶房地產高專業務員★高薪挑戰★★收入自己決定！★,不動產經紀人／營業員,,,,,國外業務人員,廣告AE,國內業務人員,國貿人員,報關人員
永慶,★【永慶不動產-大肚海線店】不動產高專經紀人★,國內業務人員,不動產經紀人／營業員,,,,店長／門市管理人員,儲備幹部,門市／店員／專櫃人員,飯店／旅館主管,餐飲主管
永慶,★您最棒的選擇.(享高額獎金){永慶不動產-高鐵榮和店},國內業務人員,不動產經紀人／營業員,,,,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員,房務人員,侍酒師
永慶,★永慶不動產淡水竹圍★誠徵業務一起打拼~歡迎二度就業★,不動產經紀人／營業員,,,,,國外業務人員,國貿人員,國貿助理,業務助理,廣告AE
永慶,★永慶不動產淡水竹圍★誠徵高專獎金業務高手★,不動產經紀人／營業員,,,,,國外業務人員,國內業務人員,國貿人員,廣告AE,報關人員
永慶,★無經驗可【業務人員】加入我們永慶不動產，來挑戰百萬年薪,不動產經紀人／營業員,,,,,國外業務人員,國內業務人員,廣告AE,國外業務主管,國貿人員
永慶,☆【永慶不動產-高鐵榮和店】不動產高專經紀人☆首選團隊☆,國內業務人員,不動產經紀人／營業員,,,,門市／店員／專櫃人員,金融營業人員,儲備幹部,資材主管,店長／門市管理人員
永慶,【永慶不動產-三重重新正義店】不動產高專經紀人,國內業務人員,不動產經紀人／營業員,,,,店長／門市管理人員,儲備幹部,門市／店員／專櫃人員,飯店／旅館主管,餐飲主管
永慶,【永慶不動產-大肚海線店】★挑戰突破【薪】極限~(誠徵房仲新手)★,國內業務人員,不動產經紀人／營業員,,,,木工,營建雜工／粗工,智慧製程工程師,PLC／自動控制工程師,工業設計
永慶,【永慶不動產-精誠公益】☆同業轉職我來挺☆領先業界月休8天兼顧生活品質!歡迎轉店!,國內業務人員,不動產經紀人／營業員,通路開發人員,,,房務人員,門市／店員／專櫃人員,神秘客,資材人員,客服主管
永慶,【永慶不動產】副店長,國內業務人員,不動產經紀人／營業員,,,,門市／店員／專櫃人員,店長／門市管理人員,調酒師／吧台人員,儲備幹部,售票／收銀人員
永慶,【永慶不動產】店長,國內業務人員,不動產經紀人／營業員,,,,店長／門市管理人員,門市／店員／專櫃人員,調酒師／吧台人員,儲備幹部,餐飲主管
永慶,【永慶不動產左營至聖店】業務夥伴(無經驗可) 歡迎電洽0918-456-766,不動產經紀人／營業員,國內業務人員,不動產審核／估價師,門市／店員／專櫃人員,估算人員,業務助理,國貿助理,國外業務人員,採購助理,秘書
永慶,【永慶淡水竹圍徵人啟事-TOP Sales】★提供溫馨的職場環境 一起來打拼!!,不動產經紀人／營業員,,,,,資材人員,國內業務人員,國外業務人員,廣告AE,電話客服人員
永慶,【永慶竹圍徵人啟事-TOP Sales】★提供溫馨的職場環境， 一起來打拼事業吧!!,不動產經紀人／營業員,,,,,國內業務人員,資材人員,廣告AE,國外業務人員,電話客服人員
永慶,不動產經紀營業員~(永慶小東南紡店),不動產經紀人／營業員,,,,,店長／門市管理人員,儲備幹部,門市／店員／專櫃人員,飯店／旅館主管,金融營業人員
永慶,永慶不動產 業務人員/周休二日/3-6月保障津貼,儲備幹部,不動產經紀人／營業員,,,,國外業務人員,國內業務人員,報關人員,國貿人員,廣告AE
永慶,永慶不動產 業務人員/周休二日/保障底薪｜3-6月保障津貼,儲備幹部,不動產經紀人／營業員,,,,國外業務人員,國內業務人員,報關人員,廣告AE,國貿人員
永慶,永慶不動產『南崁洛陽豐義旗艦店』 (完整培訓無經驗可),不動產／商場開發人員,不動產經紀人／營業員,國內業務人員,通路開發人員,產品企劃人員,儲備幹部,木工,智慧製程工程師,門市／店員／專櫃人員,資材人員
永慶,永慶不動產儲備店長,不動產經紀人／營業員,土地開發人員,,,,儲備幹部,店長／門市管理人員,門市／店員／專櫃人員,餐飲主管,調酒師／吧台人員
永慶,永慶不動產文山文衡店～專人培訓～歡迎無經驗新人加入,業務助理,不動產經紀人／營業員,,,,門市／店員／專櫃人員,儲備幹部,客服主管,資材人員,資材主管
永慶,永慶不動產文心復興店普專,不動產經紀人／營業員,國內業務人員,,,,門市／店員／專櫃人員,調酒師／吧台人員,冷熱飲調製人員,儲備幹部,侍酒師
永慶,永慶不動產興大學府店普專,不動產經紀人／營業員,國內業務人員,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,侍酒師,店長／門市管理人員
永慶,永慶不動產興大學府店高專,不動產經紀人／營業員,國內業務人員,,,,調酒師／吧台人員,門市／店員／專櫃人員,冷熱飲調製人員,侍酒師,店長／門市管理人員
永慶,永慶不動產｜光陽 Ai 團隊：引領房仲新時代,不動產經紀人／營業員,,,,,木工,房務人員,ISO品保人員,水電工程師,儲備幹部
永慶,永慶藝文團隊  桃園藝文影城店–＜不動產高獎金業務＞ 桃園區,不動產／商場開發人員,,,,,國外業務人員,國內業務人員,國貿人員,廣告AE,國貿助理
永慶,"永慶藝文團隊 南平加盟店 ＜＜不動產高專人員＞＞ 桃園區~歡迎房仲高手,轉換跑道,公司健全福利好",不動產經紀人／營業員,國內業務人員,,,,儲備幹部,資材人員,PLC／自動控制工程師,智慧製程工程師,平面設計
永慶,永慶集團『中路重劃區』 (完整培訓無經驗可),不動產／商場開發人員,不動產經紀人／營業員,國內業務人員,通路開發人員,產品企劃人員,神秘客,水電工程師,PLC／自動控制工程師,工業設計,資材人員
永慶,百萬房仲營業員～永慶不動產～凱璿文山分公司～最優秀團隊,不動產經紀人／營業員,,,,,儲備幹部,資材主管,產品經理,門市／店員／專櫃人員,客服主管
